id,pid,ms_subclass,lot_area,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,saleprice,ms_zoning,lot_shape,land_contour,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating,heating_qc,electrical,kitchen_qual,functional,paved_drive,sale_type
2537,534201300,85,8400,5,6,1968,1968,0.0,744.0,0.0,89.0,833.0,898,0,0,898,1.0,0.0,1,0,3,1,6,0,1.0,326.0,143,0,0,0,0,0,0,8,2006,140000,RL,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,Gd,SBrkr,TA,Typ,Y,WD 
774,905107310,85,8014,6,5,1978,1978,23.0,456.0,0.0,0.0,456.0,1034,0,0,1034,0.0,1.0,1,0,3,1,5,1,2.0,504.0,0,0,0,0,0,0,0,6,2009,149900,RL,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,SBrkr,TA,Typ,Y,WD 
1447,907202010,20,12250,5,6,1978,1978,180.0,781.0,0.0,83.0,864.0,1174,0,0,1174,1.0,0.0,1,0,3,1,5,0,2.0,528.0,211,0,280,0,0,0,0,5,2008,158000,RL,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,GasA,Ex,SBrkr,TA,Typ,Y,WD 
104,533223100,160,2403,7,5,2003,2003,0.0,244.0,0.0,286.0,530.0,530,550,0,1080,0.0,0.0,2,1,2,1,4,0,2.0,496.0,0,50,0,0,0,0,0,6,2010,147110,FV,IR1,Lvl,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
2694,903454080,50,8600,6,6,1937,1950,0.0,0.0,0.0,780.0,780.0,780,596,0,1376,0.0,0.0,2,0,3,1,7,1,1.0,198.0,0,0,0,0,0,0,0,6,2006,119500,RM,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,SBrkr,TA,Typ,N,WD 
920,909275080,50,13680,5,6,1940,1950,0.0,728.0,0.0,112.0,840.0,840,727,0,1567,1.0,0.0,1,1,2,1,6,2,2.0,440.0,0,21,150,0,0,0,0,2,2009,205000,RL,Reg,HLS,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,SBrkr,TA,Min2,Y,WD 
1951,535379110,70,10800,5,9,1895,1999,0.0,0.0,0.0,736.0,736.0,751,783,0,1534,0.0,0.0,1,1,3,1,6,0,0.0,0.0,0,112,0,0,0,0,0,7,2007,148000,RL,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,HdBoard,None,TA,Gd,CBlock,Gd,TA,Av,Unf,Unf,GasA,Ex,SBrkr,Gd,Typ,N,WD 
9,527146030,120,5389,8,5,1995,1996,0.0,1180.0,0.0,415.0,1595.0,1616,0,0,1616,1.0,0.0,2,0,2,1,5,1,2.0,608.0,237,152,0,0,0,0,0,3,2010,236500,RL,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
2848,909176180,50,10890,5,5,1938,1950,0.0,930.0,0.0,128.0,1058.0,1058,493,0,1551,1.0,0.0,2,0,3,1,6,0,1.0,240.0,0,0,0,0,0,0,0,7,2006,137000,RL,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,Fa,TA,No,LwQ,Unf,GasA,TA,SBrkr,Fa,Typ,Y,WD 
614,534431130,20,9768,5,5,1955,1955,0.0,100.0,247.0,613.0,960.0,960,0,0,960,1.0,0.0,1,0,2,1,5,0,1.0,330.0,0,70,0,0,0,0,0,2,2009,122000,RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,ALQ,GasA,Gd,SBrkr,TA,Typ,Y,WD 
1736,528222030,20,8993,7,5,2007,2007,0.0,0.0,0.0,1302.0,1302.0,1302,0,0,1302,0.0,0.0,2,0,3,1,6,0,2.0,436.0,0,22,0,0,0,0,0,8,2007,176485,RL,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,New
2686,903400030,30,11672,5,5,1925,1950,0.0,0.0,0.0,816.0,816.0,816,0,0,816,0.0,0.0,1,0,2,1,4,0,1.0,210.0,168,0,112,0,0,0,0,7,2006,109000,RL,IR2,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,FuseA,TA,Typ,N,WD 
2257,916253320,120,9763,7,5,1998,1998,239.0,1102.0,72.0,328.0,1502.0,1502,0,0,1502,1.0,0.0,1,1,1,1,5,1,1.0,286.0,0,0,0,0,0,0,0,9,2007,330000,RM,IR1,Lvl,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,ALQ,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
1284,902100020,20,9836,6,5,2008,2008,0.0,96.0,0.0,96.0,192.0,1133,0,0,1133,1.0,0.0,1,0,3,1,7,0,1.0,308.0,0,175,0,0,0,0,0,12,2008,143000,RM,Reg,Bnk,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Gd,SBrkr,TA,Typ,Y,WD 
1765,528340030,60,10557,9,5,1998,1998,422.0,672.0,0.0,736.0,1408.0,1671,1407,0,3078,1.0,0.0,2,1,4,1,9,1,3.0,806.0,108,87,0,0,0,0,0,7,2007,410000,RL,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
1811,531380110,60,8462,6,5,1994,1994,105.0,814.0,0.0,114.0,928.0,936,785,0,1721,0.0,1.0,2,1,3,1,7,0,2.0,471.0,300,87,0,0,0,0,0,7,2007,201000,RL,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,Gd,PConc,Gd,Gd,No,GLQ,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
2603,535380130,50,10818,4,4,1910,1950,0.0,0.0,0.0,1077.0,1077.0,981,779,0,1760,0.0,0.0,1,1,4,1,7,1,2.0,648.0,120,0,96,0,0,0,0,2,2006,80000,RL,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,TA,FuseA,TA,Typ,Y,COD
2220,909282020,70,7259,6,8,1945,2002,0.0,774.0,150.0,104.0,1028.0,1436,884,0,2320,1.0,0.0,2,1,3,1,9,1,1.0,180.0,224,0,0,0,0,0,0,7,2007,259500,RL,IR1,Lvl,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
2273,916477060,60,11800,7,5,2003,2004,94.0,766.0,0.0,356.0,1122.0,1146,1340,0,2486,1.0,0.0,3,1,5,1,10,1,2.0,452.0,143,32,0,0,0,0,0,7,2007,279900,RL,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
163,535453070,20,7500,5,7,1959,1994,0.0,340.0,906.0,0.0,1246.0,1246,0,0,1246,1.0,0.0,1,1,3,1,6,0,1.0,305.0,218,0,0,0,0,0,0,5,2010,154000,RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,LwQ,Rec,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
2116,906426060,50,159000,6,7,1958,2006,472.0,697.0,0.0,747.0,1444.0,1444,700,0,2144,0.0,1.0,2,0,4,1,7,2,2.0,389.0,0,98,0,0,0,0,500,6,2007,277000,RL,IR2,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,Gd,TA,CBlock,Gd,TA,Gd,Rec,Unf,GasA,Gd,SBrkr,Gd,Typ,Y,WD 
2734,905403050,50,6488,5,5,1942,1950,0.0,230.0,0.0,569.0,799.0,799,351,0,1150,0.0,0.0,1,0,3,1,6,2,1.0,215.0,264,0,0,0,0,0,0,3,2006,128000,RL,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,GasA,Ex,FuseA,TA,Mod,Y,WD 
426,528108010,20,14230,8,5,2007,2007,640.0,0.0,0.0,1566.0,1566.0,1600,0,0,1600,0.0,0.0,2,0,3,1,7,1,3.0,890.0,0,56,0,0,0,0,0,7,2009,256300,RL,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
2216,909276210,50,7810,4,6,1930,2003,0.0,189.0,0.0,741.0,930.0,1230,525,0,1755,0.0,0.0,2,0,4,1,7,1,1.0,231.0,0,40,0,0,0,0,0,11,2007,188000,RL,IR1,HLS,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,CmentBd,None,TA,Gd,BrkTil,TA,Gd,No,GLQ,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
2900,916475100,20,14331,8,5,2002,2002,630.0,1274.0,0.0,526.0,1800.0,1800,0,0,1800,1.0,0.0,2,0,3,1,7,1,3.0,765.0,270,78,0,0,0,0,0,5,2006,312500,RL,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
97,533212010,160,3182,7,5,2004,2005,0.0,0.0,0.0,600.0,600.0,600,600,0,1200,0.0,0.0,2,1,2,1,4,0,2.0,480.0,0,172,0,0,0,0,0,6,2010,151000,FV,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
1680,527451170,160,1920,5,5,1971,1971,376.0,471.0,0.0,294.0,765.0,765,600,0,1365,1.0,0.0,1,1,2,1,6,0,2.0,440.0,240,36,0,0,0,0,0,8,2007,122500,RM,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,SBrkr,TA,Min1,Y,WD 
1133,531371070,60,10110,6,5,2003,2003,0.0,80.0,555.0,200.0,835.0,835,861,0,1696,1.0,0.0,2,1,3,1,7,0,2.0,542.0,143,66,0,0,0,0,0,7,2008,188000,RL,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,ALQ,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
2761,906394010,60,10984,7,5,2005,2006,0.0,0.0,0.0,945.0,945.0,945,864,0,1809,0.0,0.0,2,1,3,1,8,0,2.0,638.0,144,54,0,0,0,0,0,5,2006,209700,RL,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,New
1642,527256030,20,14082,8,5,2006,2006,945.0,1558.0,0.0,662.0,2220.0,2234,0,0,2234,1.0,0.0,1,1,1,1,7,1,2.0,724.0,390,80,0,0,0,0,0,1,2007,441929,RL,IR1,HLS,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,Gd,GLQ,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
1141,531382110,60,8480,6,5,1993,1994,120.0,602.0,0.0,284.0,886.0,886,794,0,1680,0.0,1.0,2,1,3,1,7,0,2.0,474.0,144,96,0,0,0,0,0,10,2008,163000,RL,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
2118,906475110,60,12205,6,8,1966,2007,157.0,568.0,0.0,264.0,832.0,976,1111,0,2087,0.0,0.0,2,1,5,1,9,0,2.0,444.0,133,168,0,0,0,0,0,7,2007,187500,RL,IR1,Low,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Fa,Gd,LwQ,Unf,GasA,Gd,SBrkr,Gd,Typ,Y,WD 
870,907275010,20,15750,8,5,1999,2000,260.0,1246.0,0.0,216.0,1462.0,1513,0,0,1513,1.0,0.0,2,0,2,1,5,1,2.0,521.0,135,34,0,0,0,0,0,6,2009,220000,RL,Reg,Lvl,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
1875,534201040,20,8050,5,6,1967,1993,0.0,474.0,38.0,437.0,949.0,1107,0,0,1107,1.0,0.0,1,0,3,1,5,0,1.0,308.0,88,64,0,0,0,0,0,3,2007,127000,RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,TA,SBrkr,Gd,Typ,Y,WD 
1318,902328040,75,6300,6,6,1914,2001,0.0,0.0,0.0,742.0,742.0,742,742,0,1484,0.0,0.0,2,0,3,1,9,1,0.0,0.0,0,291,134,0,0,0,0,6,2008,128000,RM,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,SBrkr,TA,Typ,Y,WD 
1285,902100030,30,5232,5,5,1925,2004,0.0,0.0,0.0,680.0,680.0,764,0,0,764,0.0,0.0,1,0,2,1,4,0,2.0,504.0,0,0,0,0,0,0,0,6,2008,73000,RM,IR3,Bnk,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,Gd,FuseP,TA,Typ,N,WD 
2400,528164040,20,11846,9,5,2003,2004,562.0,1567.0,0.0,225.0,1792.0,1792,0,0,1792,1.0,0.0,2,0,2,1,6,1,3.0,874.0,206,49,0,0,0,0,0,8,2006,374000,RL,IR1,HLS,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,SBrkr,Ex,Typ,Y,WD 
1068,528178070,60,16900,8,5,2001,2002,1110.0,1075.0,0.0,404.0,1479.0,1515,1134,0,2649,1.0,0.0,2,1,4,1,10,1,3.0,746.0,0,60,0,0,0,0,0,1,2008,421250,RL,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
361,527164060,60,9636,6,5,1992,1993,0.0,0.0,0.0,808.0,808.0,808,785,0,1593,0.0,0.0,2,1,3,1,7,1,2.0,389.0,342,40,0,0,0,0,0,12,2009,178000,RL,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,SBrkr,TA,Typ,Y,WD 
1493,908128050,85,10012,4,5,1972,1972,0.0,920.0,180.0,38.0,1138.0,1181,0,0,1181,1.0,0.0,2,0,3,1,6,0,2.0,588.0,0,0,180,0,0,0,0,4,2008,137500,RL,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Av,BLQ,Rec,GasA,TA,SBrkr,TA,Typ,Y,WD 
1110,528390020,20,14303,8,5,1994,1994,554.0,1314.0,0.0,672.0,1986.0,1987,0,0,1987,1.0,0.0,2,0,2,1,7,1,2.0,691.0,262,36,0,0,0,0,0,8,2008,301500,RL,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
911,909250080,70,5707,6,6,1935,1950,0.0,0.0,0.0,583.0,583.0,647,595,0,1242,0.0,0.0,1,1,3,1,6,1,1.0,180.0,329,96,0,0,0,0,0,3,2009,105000,RL,Reg,Bnk,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,FuseF,TA,Typ,Y,WD 
2535,534201260,20,9360,6,7,1968,2004,203.0,760.0,0.0,216.0,976.0,976,0,0,976,1.0,0.0,1,0,2,1,4,1,2.0,504.0,94,0,0,0,0,0,0,8,2006,157500,RL,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,SBrkr,Gd,Typ,Y,WD 
2030,903430050,50,5680,5,3,1901,1950,0.0,0.0,0.0,969.0,969.0,969,245,0,1214,0.0,0.0,1,0,2,1,6,0,1.0,216.0,0,0,77,0,0,0,0,9,2007,117000,RM,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,FuseA,TA,Typ,N,WD 
2634,535478090,20,7000,5,6,1962,1962,0.0,468.0,0.0,396.0,864.0,864,0,0,864,0.0,1.0,1,0,3,1,5,0,1.0,336.0,0,0,0,0,0,0,0,2,2006,105000,RL,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,SBrkr,TA,Typ,Y,WD 
1530,909256060,50,10480,6,5,1936,1950,0.0,0.0,0.0,1064.0,1064.0,1166,0,473,1639,0.0,0.0,1,0,3,1,6,0,1.0,240.0,0,0,0,0,0,0,0,3,2008,115000,RL,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,FuseA,TA,Maj2,Y,WD 
435,528112040,20,11578,9,5,2008,2008,302.0,0.0,0.0,1736.0,1736.0,1736,0,0,1736,0.0,0.0,2,0,3,1,7,1,3.0,834.0,319,90,0,0,0,0,0,7,2009,360000,RL,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,SBrkr,Ex,Typ,Y,WD 
1202,534251280,60,9130,6,8,1966,2000,252.0,400.0,64.0,336.0,800.0,800,832,0,1632,0.0,1.0,1,1,4,1,7,0,2.0,484.0,0,40,0,0,0,0,0,7,2008,173000,RL,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,Rec,GasA,Gd,SBrkr,Gd,Typ,Y,WD 
666,535383120,30,10800,3,5,1890,1998,0.0,0.0,0.0,630.0,630.0,725,0,0,725,0.0,0.0,1,1,1,1,4,0,1.0,320.0,0,30,0,0,0,0,0,11,2009,78500,RL,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,FuseA,TA,Typ,Y,WD 
1751,528240020,60,8244,7,5,2004,2004,0.0,0.0,0.0,840.0,840.0,840,880,0,1720,0.0,0.0,2,1,3,1,7,1,2.0,440.0,100,48,0,0,0,0,0,5,2007,183500,RL,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
705,902135020,20,6000,4,4,1953,1953,0.0,0.0,0.0,936.0,936.0,936,0,0,936,0.0,0.0,1,0,2,1,4,0,2.0,576.0,0,32,112,0,0,0,0,2,2009,93000,RM,Reg,Bnk,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,None,Fa,TA,CBlock,Fa,TA,No,Unf,Unf,GasA,TA,SBrkr,TA,Min2,Y,WD 
1744,528228375,120,3621,8,5,2003,2003,72.0,1084.0,0.0,322.0,1406.0,1589,0,0,1589,1.0,0.0,2,0,2,1,7,1,3.0,630.0,143,20,0,0,0,0,0,11,2007,226500,RL,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
357,527163040,60,7837,6,7,1993,1994,0.0,0.0,0.0,799.0,799.0,799,772,0,1571,0.0,0.0,2,1,3,1,7,1,2.0,380.0,0,40,0,0,0,0,0,5,2009,178000,RL,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,SBrkr,TA,Typ,Y,WD 
2133,907192120,20,10665,7,5,2003,2003,167.0,1013.0,0.0,440.0,1453.0,1479,0,0,1479,1.0,0.0,2,0,3,1,7,0,2.0,558.0,144,29,0,0,0,0,0,6,2007,226000,RL,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
989,924100060,60,10457,5,7,1969,1969,178.0,496.0,288.0,0.0,784.0,784,848,0,1632,0.0,0.0,1,1,4,1,7,1,2.0,898.0,0,173,368,0,0,0,0,4,2009,173000,RL,IR1,Lvl,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Ex,CBlock,TA,TA,Gd,BLQ,LwQ,GasA,Ex,SBrkr,TA,Typ,Y,WD 
562,532378120,20,8281,5,5,1965,1965,0.0,553.0,311.0,0.0,864.0,864,0,0,864,0.0,0.0,1,0,3,1,5,1,1.0,360.0,0,0,236,0,0,0,0,12,2009,62383,RL,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,Gd,SBrkr,TA,Typ,Y,WD 
1054,528104080,60,14948,9,5,2008,2008,268.0,1330.0,0.0,122.0,1452.0,1476,1237,0,2713,1.0,0.0,2,1,3,1,11,1,3.0,858.0,126,66,0,0,0,0,0,11,2008,446261,RL,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,SBrkr,Ex,Typ,Y,New
2850,909250070,70,7000,7,8,1926,1997,0.0,424.0,0.0,200.0,624.0,743,736,0,1479,1.0,0.0,1,0,3,1,6,2,1.0,312.0,530,0,56,0,0,0,0,5,2006,160000,RL,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Stucco,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
1082,528228405,120,3940,7,5,2004,2004,24.0,1087.0,0.0,306.0,1393.0,1576,0,0,1576,1.0,0.0,2,0,2,1,7,1,3.0,668.0,143,20,0,0,0,0,0,5,2008,219990,RM,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,SBrkr,Gd,Typ,Y,WD 
